"gameid","team1","team2","team1sets","team2sets","team1win","team2win"
6175585,"Jackson St.","UC San Diego",0,3,0,1
6175586,"Arkansas","Buffalo",3,0,1,0
6175587,"Alabama St.","New Mexico St.",1,3,0,1
6175588,"South Fla.","USC Upstate",3,2,1,0
6175589,"Boston College","Providence",3,0,1,0
6175590,"Kansas City","Southeast Mo. St.",2,3,0,1
6175591,"LMU (CA)","South Dakota St.",3,0,1,0
6175592,"Oakland","UT Martin",3,2,1,0
6175593,"Gardner-Webb","Morehead St.",0,3,0,1
6175594,"ULM","Southeastern La.",1,3,0,1
6175595,"Drake","UC Santa Barbara",3,0,1,0
6175596,"ETSU","Western Mich.",0,3,0,1
6175597,"Butler","Cincinnati",3,2,1,0
6175598,"Ark.-Pine Bluff","Mississippi Val.",3,0,1,0
6175599,"California Baptist","UC Irvine",3,2,1,0
6175600,"LIU","Rice",2,3,0,1
6175601,"VCU","South Carolina",0,3,0,1
6175602,"Oral Roberts","UTSA",0,3,0,1
6175603,"North Texas","Tex. A&M-Commerce",3,0,1,0
6175604,"Auburn","UAB",3,1,1,0
6175605,"Fordham","Dartmouth",3,2,1,0
6175606,"Duquesne","East Carolina",0,3,0,1
6175607,"Georgetown","Penn",3,0,1,0
6175608,"Middle Tenn.","Seattle U",3,0,1,0
6175609,"Omaha","Wichita St.",2,3,0,1
6175610,"Illinois St.","South Dakota",1,3,0,1
6175611,"UTEP","Houston Christian",3,0,1,0
6175612,"CSUN","San Jose St.",0,3,0,1
6175613,"Pepperdine","Washington",3,0,1,0
6175614,"Arkansas St.","Lindenwood",3,1,1,0
6175615,"Lipscomb","Abilene Christian",3,1,1,0
6175616,"Fresno St.","Sacramento St.",3,0,1,0
6175617,"SIUE","Valparaiso",3,1,1,0
6175618,"Old Dominion","Robert Morris",3,0,1,0
6175619,"SFA","Tulsa",3,1,1,0
6175620,"Eastern Ill.","Missouri",1,3,0,1
6175621,"Kent St.","Youngstown St.",1,3,0,1
6175622,"South Carolina St.","The Citadel",0,3,0,1
6175623,"Merrimack","Providence",0,3,0,1
6175624,"A&M-Corpus Christi","LSU",0,3,0,1
6175625,"Saint Louis","Southeast Mo. St.",1,3,0,1
6175626,"Lamar University","Coppin St.",0,3,0,1
6175627,"Arizona St.","Little Rock",3,0,1,0
6175628,"Southern U.","ULM",2,3,0,1
6175629,"Columbia","Bryant",1,3,0,1
6175630,"Long Beach St.","Alabama St.",3,0,1,0
6175631,"USC Upstate","Alabama A&M",3,1,1,0
6175632,"George Washington","Wofford",2,3,0,1
6175633,"Temple","Sacred Heart",3,0,1,0
6175634,"Oklahoma","UCLA",3,2,1,0
6175635,"Northern Colo.","Bradley",3,1,1,0
6175636,"NIU","North Dakota",3,0,1,0
6175637,"Creighton","High Point",3,0,1,0
6175638,"James Madison","Oregon",2,3,0,1
6175639,"Western Ky.","ETSU",3,0,1,0
6175640,"Louisiana","New Orleans",3,1,1,0
6175641,"Virginia Tech","Queens (NC)",3,1,1,0
6175642,"Milwaukee","Air Force",3,2,1,0
6175643,"North Carolina","Santa Clara",3,1,1,0
6175644,"Gonzaga","San Diego St.",0,3,0,1
6175645,"Cal St. Fullerton","Grand Canyon",0,3,0,1
6175646,"Utah Valley","BYU",0,3,0,1
6175647,"Cal Poly","Saint Mary's (CA)",3,2,1,0
6175648,"Ga. Southern","Bethune-Cookman",3,0,1,0
6175649,"Loyola Chicago","DePaul",0,3,0,1
6175650,"Green Bay","Central Mich.",0,3,0,1
6175651,"Marist","Siena",3,0,1,0
6175652,"TCU","Florida St.",3,1,1,0
6175653,"Indiana St.","IUPUI",1,3,0,1
6175654,"Belmont","UC San Diego",2,3,0,1
6175655,"Missouri St.","Western Ill.",3,2,1,0
6175656,"South Alabama","Samford",3,0,1,0
6175657,"Memphis","Southern Miss.",0,3,0,1
6175658,"UIW","Oral Roberts",3,1,1,0
6175659,"Arizona","New Mexico St.",3,1,1,0
6175660,"Southern Utah","Marshall",1,3,0,1
6175661,"Tarleton St.","UC Riverside",3,1,1,0
6175662,"North Ala.","Central Ark.",3,1,1,0
6175663,"Winthrop","Eastern Ky.",0,3,0,1
6175664,"Tennessee St.","Jackson St.",2,3,0,1
6175665,"Akron","Cleveland St.",2,3,0,1
6175666,"Kansas","New Hampshire",3,0,1,0
6175667,"Pacific","CSU Bakersfield",3,0,1,0
6175668,"UT Arlington","McNeese",3,1,1,0
6175669,"San Francisco","UTRGV",3,0,1,0
6175670,"Troy","Grambling",3,0,1,0
6175671,"West Virginia","Robert Morris",3,1,1,0
6175672,"Kennesaw St.","Northern Ky.",3,2,1,0
6175673,"Wake Forest","App State",3,2,1,0
6175674,"Bellarmine","Texas St.",0,3,0,1
6175675,"Sam Houston","Ole Miss",0,3,0,1
6175676,"New Mexico","Northern Ariz.",3,0,1,0
6175677,"Iowa St.","Ohio",3,0,1,0
6175678,"Duke","Coastal Carolina",3,0,1,0
6175679,"Tennessee","Evansville",3,0,1,0
6175680,"UNC Greensboro","Charlotte",2,3,0,1
6175681,"Utah Tech","Idaho",3,1,1,0
6175682,"Notre Dame","Toledo",3,1,1,0
6175683,"Tulane","Clemson",0,3,0,1
6175684,"UNLV","Portland",3,1,1,0
6175685,"UNI","Dayton",0,3,0,1
6175686,"SMU","Texas Tech",3,2,1,0
6175687,"Virginia","Norfolk St.",3,0,1,0
6175688,"Bucknell","Army West Point",0,3,0,1
6175689,"Loyola Maryland","Navy",1,3,0,1
6175690,"Northwestern St.","Louisiana Tech",3,0,1,0
6175691,"Villanova","Sacred Heart",3,0,1,0
6175692,"Utah","Weber St.",3,1,1,0
6175693,"Charleston So.","Florida A&M",1,3,0,1
6175694,"Purdue Fort Wayne","Miami (OH)",1,3,0,1
6175695,"Boise St.","South Dakota St.",3,0,1,0
6175696,"Furman","Georgia St.",3,1,1,0
6175697,"Chattanooga","Morehead St.",3,0,1,0
6175698,"Boston College","Harvard",3,0,1,0
6175699,"Kansas City","Austin Peay",3,1,1,0
6175700,"Colorado St.","Colorado",2,3,0,1
6175701,"Cornell","Morgan St.",3,0,1,0
6175702,"George Mason","UAlbany",1,3,0,1
6175703,"FIU","Stetson",3,1,1,0
6175704,"Georgia Tech","Georgia",1,3,0,1
6175705,"FGCU","Fla. Atlantic",3,0,1,0
6175706,"Delaware St.","NJIT",3,0,1,0
6175707,"Lafayette","Holy Cross",3,1,1,0
6175708,"Texas Southern","UMES",1,3,0,1
6175709,"North Florida","South Fla.",1,3,0,1
6175710,"St. John's (NY)","Arkansas",1,3,0,1
6175711,"Texas","Washington St.",1,3,0,1
6175712,"Arizona St.","Southern Miss.",3,0,1,0
6175713,"Alabama A&M","South Fla.",0,3,0,1
6175714,"Ohio","UC Santa Barbara",1,3,0,1
6175715,"LMU (CA)","Montana",3,0,1,0
6175716,"Eastern Mich.","Gardner-Webb",1,3,0,1
6175717,"Jackson St.","Belmont",0,3,0,1
6175718,"Southern U.","Southeastern La.",0,3,0,1
6175719,"New Mexico St.","Long Beach St.",1,3,0,1
6175720,"Bellarmine","New Hampshire",1,3,0,1
6175721,"Saint Mary's (CA)","Washington",1,3,0,1
6175722,"Delaware","Campbell",3,1,1,0
6175723,"Purdue Fort Wayne","SIUE",1,3,0,1
6175724,"Rhode Island","American",3,2,1,0
6175725,"FGCU","Le Moyne",3,0,1,0
6175726,"UNLV","Lamar University",3,0,1,0
6175727,"Ball St.","ETSU",3,0,1,0
6175728,"Georgetown","NJIT",3,0,1,0
6175729,"UAlbany","Middle Tenn.",0,3,0,1
6175730,"Central Ark.","Mississippi Val.",3,0,1,0
6175731,"Austin Peay","Southeast Mo. St.",1,3,0,1
6175732,"New Orleans","Prairie View",0,3,0,1
6175733,"Miami (FL)","Stetson",3,0,1,0
6175734,"Tulsa","Sam Houston",3,2,1,0
6175735,"Buffalo","Columbia",3,0,1,0
6175736,"Eastern Wash.","San Diego St.",0,3,0,1
6175737,"SMU","A&M-Corpus Christi",3,1,1,0
6175738,"Northwestern St.","ULM",3,0,1,0
6175739,"Utah Tech","Marshall",2,3,0,1
6175740,"Bradley","Omaha",0,3,0,1
6175741,"Charlotte","UNC Asheville",3,2,1,0
6175742,"Auburn","Samford",3,1,1,0
6175743,"Southern Utah","Idaho",3,0,1,0
6175744,"CSU Bakersfield","Fresno St.",2,3,0,1
6175745,"Arizona","Alabama St.",3,0,1,0
6175746,"Eastern Mich.","Morehead St.",1,3,0,1
6175747,"Fairfield","Canisius",3,0,1,0
6175748,"Southern Ill.","Oakland",3,1,1,0
6175749,"Wyoming","Idaho St.",3,1,1,0
6175750,"Hofstra","Elon",3,0,1,0
6175751,"Missouri St.","Arkansas St.",1,3,0,1
6175752,"Marquette","Air Force",3,0,1,0
6175753,"Boise St.","Montana",3,1,1,0
6175754,"Kansas St.","Rice",0,3,0,1
6175755,"Iona","Rider",3,1,1,0
6175756,"North Ala.","Ark.-Pine Bluff",3,0,1,0
6175757,"Kansas","Texas St.",3,0,1,0
6175758,"Nevada","California",1,3,0,1
6175759,"Hampton","Towson",0,3,0,1
6175760,"Stony Brook","Northeastern",1,3,0,1
6175761,"Quinnipiac","Niagara",3,0,1,0
6175762,"Manhattan","Saint Peter's",3,1,1,0
6175763,"North Dakota","Dayton",0,3,0,1
6175764,"Florida St.","Hawaii",0,3,0,1
6175765,"Central Mich.","South Dakota",0,3,0,1
6175766,"Coppin St.","Portland",3,1,1,0
6175767,"Clemson","UTEP",3,2,1,0
6175768,"Bryant","Arkansas",0,3,0,1
6175769,"San Jose St.","UTRGV",3,2,1,0
6175770,"Bethune-Cookman","Mercer",0,3,0,1
6175771,"Western Ky.","Western Mich.",3,1,1,0
6175772,"Cal Poly","Pepperdine",0,3,0,1
6175773,"SFA","Ole Miss",3,1,1,0
6175774,"Delaware St.","Penn",3,1,1,0
6175775,"Valparaiso","Miami (OH)",3,0,1,0
6175776,"Binghamton","Brown",2,3,0,1
6175777,"UNI","NIU",3,0,1,0
6175778,"Louisiana","Prairie View",3,0,1,0
6175779,"Green Bay","Illinois St.",0,3,0,1
6175780,"Iowa St.","Drake",3,0,1,0
6175781,"Memphis","Little Rock",3,1,1,0
6175782,"Presbyterian","Georgia St.",3,2,1,0
6175783,"Oklahoma","UCLA",1,3,0,1
6175784,"San Francisco","CSUN",3,2,1,0
6175785,"William & Mary","Col. of Charleston",3,2,1,0
6175786,"Chattanooga","Gardner-Webb",2,3,0,1
6175787,"Syracuse","Morgan St.",3,0,1,0
6175788,"Tarleton St.","Texas Southern",3,0,1,0
6175789,"Kansas City","Saint Louis",2,3,0,1
6175790,"George Mason","Seattle U",2,3,0,1
6175791,"Wright St.","Cincinnati",1,3,0,1
6175792,"North Florida","USC Upstate",2,3,0,1
6175793,"LSU","Texas Tech",3,0,1,0
6175794,"Grand Canyon","UC Irvine",3,0,1,0
6175795,"Southeastern La.","Louisiana Tech",3,0,1,0
6175796,"Eastern Ky.","VCU",3,1,1,0
6175797,"American","Stonehill",3,0,1,0
6175798,"McNeese","North Texas",0,3,0,1
6175799,"Charleston So.","The Citadel",2,3,0,1
6175800,"Pacific","Sacramento St.",3,1,1,0
6175801,"Tulane","Houston Christian",1,3,0,1
6175802,"Dartmouth","FDU",3,0,1,0
6175803,"Ark.-Pine Bluff","Central Ark.",0,3,0,1
6175804,"South Alabama","UAB",3,1,1,0
6175805,"UNCW","N.C. A&T",3,0,1,0
6175806,"Bucknell","Colgate",1,3,0,1
6175807,"Loyola Chicago","Yale",1,3,0,1
6175808,"Xavier","Kennesaw St.",3,0,1,0
6175809,"Davidson","Wake Forest",2,3,0,1
6175810,"Lehigh","Holy Cross",3,0,1,0
6175811,"Georgia Tech","Howard",3,0,1,0
6175812,"NJIT","Penn",1,3,0,1
6175813,"Saint Francis (PA)","Temple",1,3,0,1
6175814,"St. John's (NY)","Buffalo",1,3,0,1
6175815,"Mississippi St.","Abilene Christian",3,1,1,0
6175816,"North Ala.","Mississippi Val.",3,0,1,0
6175817,"Alabama","Grambling",3,0,1,0
6175818,"Lafayette","Army West Point",0,3,0,1
6175819,"Gonzaga","Eastern Wash.",1,3,0,1
6175820,"Cal St. Fullerton","California Baptist",1,3,0,1
6175821,"TCU","Western Caro.",3,0,1,0
6175822,"Belmont","Tennessee St.",3,1,1,0
6175823,"Tarleton St.","UMES",3,1,1,0
6175824,"Winthrop","South Carolina",3,1,1,0
6175825,"DePaul","UIC",3,1,1,0
6175826,"UT Arlington","Tex. A&M-Commerce",3,0,1,0
6175827,"Northern Colo.","Wichita St.",1,3,0,1
6175828,"Georgia","San Diego",1,3,0,1
6175829,"UAlbany","Seattle U",1,3,0,1
6175830,"UNC Greensboro","UNC Asheville",2,3,0,1
6175831,"Pittsburgh","James Madison",3,0,1,0
6175832,"Villanova","Saint Francis (PA)",3,0,1,0
6175833,"Charleston So.","South Carolina St.",3,0,1,0
6175834,"Utah St.","BYU",0,3,0,1
6175835,"Purdue Fort Wayne","Valparaiso",0,3,0,1
6175836,"Portland St.","Oregon St.",3,1,1,0
6175837,"Rhode Island","Stonehill",3,0,1,0
6175838,"Harvard","Providence",3,2,1,0
6175839,"Delaware St.","Georgetown",2,3,0,1
6175840,"UConn","Binghamton",3,2,1,0
6175841,"Florida A&M","South Carolina St.",3,0,1,0
6175842,"Miami (FL)","Jacksonville",3,0,1,0
6175843,"UC Riverside","UMES",1,3,0,1
6175844,"Duke","Santa Clara",3,0,1,0
6175845,"Louisville","Stanford",2,3,0,1
6175846,"Boston College","Stonehill",3,0,1,0
6175847,"SMU","LSU",3,0,1,0
6175848,"North Carolina","Coastal Carolina",3,0,1,0
6175849,"Fairfield","Niagara",3,0,1,0
6175850,"Toledo","Notre Dame",0,3,0,1
6175851,"Pittsburgh","High Point",3,0,1,0
6175852,"Hofstra","Elon",3,1,1,0
6175853,"Marquette","Oregon",0,3,0,1
6175854,"Delaware","Campbell",1,3,0,1
6175855,"Fordham","FDU",3,1,1,0
6175856,"Iona","Saint Peter's",3,0,1,0
6175857,"Hampton","Towson",1,3,0,1
6175858,"Stony Brook","Northeastern",2,3,0,1
6175859,"Quinnipiac","Canisius",3,0,1,0
6175860,"Georgia Tech","San Diego",3,0,1,0
6175861,"UMBC","Seton Hall",3,1,1,0
6175862,"UNCW","N.C. A&T",3,0,1,0
6175863,"William & Mary","Col. of Charleston",3,2,1,0
6175864,"Colorado","Denver",3,1,1,0
6175865,"Manhattan","Rider",1,3,0,1
6175866,"Howard","Georgia",1,3,0,1
6175867,"A&M-Corpus Christi","Texas Tech",1,3,0,1
6175868,"Boston College","Merrimack",3,0,1,0
6175869,"Lehigh","Colgate",0,3,0,1
6175870,"UConn","Brown",0,3,0,1
6175871,"Eastern Ill.","Southern Ind.",3,2,1,0
6175872,"LeMoyne-Owen","Mississippi Val.",1,3,0,1
6175873,"Morgan St.","Bowie St.",3,0,1,0
6175874,"Old Dominion","Liberty",3,2,1,0
6175875,"Florida St.","North Florida",3,0,1,0
6175876,"Howard","American",3,1,1,0
6175877,"Baylor","SFA",3,0,1,0
6175878,"Lipscomb","Belmont",3,0,1,0
6175879,"Purdue Fort Wayne","Oakland",0,3,0,1
6175880,"IUPUI","Cleveland St.",0,3,0,1
6175881,"Youngstown St.","Northern Ky.",1,3,0,1
6175882,"Chicago St.","Milwaukee",2,3,0,1
6175883,"CSU Bakersfield","CSUN",3,2,1,0
6175884,"Robert Morris","Wright St.",1,3,0,1
6175885,"McNeese","ULM",3,1,1,0
6175886,"UNLV","San Diego St.",3,2,1,0
6175887,"California","Stanford",0,3,0,1
6175889,"SMU","Memphis",3,0,1,0
6175890,"Pittsburgh","UMBC",3,0,1,0
6175891,"East Carolina","Wichita St.",0,3,0,1
6175892,"Temple","Tulsa",0,3,0,1
6175893,"Lindenwood","Western Ill.",0,3,0,1
6175894,"Eastern Ky.","Bellarmine",3,0,1,0
6175895,"Marist","Rider",3,0,1,0
6175896,"Rice","UAB",3,0,1,0
6175897,"South Fla.","Tulane",3,2,1,0
6175898,"NJIT","Manhattan",3,0,1,0
6175899,"Charlotte","UTSA",0,3,0,1
6175900,"Butler","Xavier",0,3,0,1
6175901,"North Texas","Fla. Atlantic",3,0,1,0
6175902,"Clemson","Georgia Tech",1,3,0,1
6175903,"UCLA","Southern California",2,3,0,1
6175904,"Texas A&M","Mississippi St.",3,0,1,0
6175905,"BYU","Houston",3,0,1,0
6175906,"Merrimack","Bryant",0,3,0,1
6175907,"Montana","Weber St.",1,3,0,1
6175908,"Tennessee","Missouri",3,0,1,0
6175910,"Louisiana","Troy",0,3,0,1
6175911,"Santa Clara","Portland",2,3,0,1
6175912,"Bowling Green","NIU",3,1,1,0
6175913,"Western Caro.","ETSU",3,2,1,0
6175914,"Toledo","Eastern Mich.",3,2,1,0
6175915,"Idaho","Montana St.",0,3,0,1
6175916,"South Alabama","Southern Miss.",3,0,1,0
6175917,"Denver","North Dakota",3,0,1,0
6175918,"UIW","Southeastern La.",0,3,0,1
6175919,"Texas St.","ULM",3,1,1,0
6175920,"Idaho St.","Portland St.",1,3,0,1
6175921,"Marshall","Old Dominion",1,3,0,1
6175922,"Abilene Christian","Seattle U",3,0,1,0
6175924,"Utah Tech","California Baptist",0,3,0,1
6175925,"Fresno St.","Air Force",1,3,0,1
6175926,"Ball St.","Central Mich.",3,0,1,0
6175927,"UT Arlington","UTRGV",1,3,0,1
6175928,"Cincinnati","UCF",1,3,0,1
6175929,"Nevada","New Mexico",2,3,0,1
6175930,"Northern Colo.","Eastern Wash.",3,0,1,0
6175931,"UNLV","San Jose St.",2,0,0,0
6175933,"Southern Utah","Grand Canyon",0,3,0,1
6175934,"Nicholls","Houston Christian",0,3,0,1
6175935,"Kansas St.","TCU",0,3,0,1
6175936,"A&M-Corpus Christi","Lamar University",3,0,1,0
6175937,"New Orleans","Northwestern St.",0,3,0,1
6175938,"Sacramento St.","Northern Ariz.",3,0,1,0
6175939,"Utah St.","Wyoming",3,2,1,0
6175940,"Oral Roberts","North Dakota St.",1,3,0,1
6175941,"LMU (CA)","Saint Mary's (CA)",3,0,1,0
6175942,"Miami (OH)","Western Mich.",0,3,0,1
6175943,"Boise St.","Colorado St.",3,2,1,0
6175944,"St. Thomas (MN)","South Dakota St.",0,3,0,1
6175945,"Omaha","Kansas City",2,3,0,1
6175946,"San Francisco","Gonzaga",3,0,1,0
6175947,"Arizona St.","Arizona",3,0,1,0
6175948,"Pepperdine","Pacific",3,0,1,0
6175951,"FDU","Sacred Heart",1,3,0,1
6175953,"Merrimack","Saint Francis (PA)",3,2,1,0
6175954,"LIU","Central Conn. St.",3,2,1,0
6175955,"Western Ky.","UTEP",2,1,0,0
6175956,"Louisiana","Troy",0,3,0,1
6175957,"Norfolk St.","N.C. Central",3,0,1,0
6175958,"Illinois St.","Drake",1,3,0,1
6175959,"Howard","South Carolina St.",3,0,1,0
6175961,"Virginia Tech","Florida St.",2,3,0,1
6175962,"Milwaukee","IUPUI",3,0,1,0
6175963,"North Carolina","Virginia",3,0,1,0
6175964,"Bradley","UNI",0,3,0,1
6175965,"Bowling Green","NIU",2,3,0,1
6175967,"Saint Louis","VCU",2,3,0,1
6175968,"Cal St. Fullerton","UC Davis",2,3,0,1
6175969,"UIC","Southern Ill.",1,3,0,1
6175970,"Colgate","Navy",3,2,1,0
6175971,"Ga. Southern","Arkansas St.",3,0,1,0
6175973,"Loyola Chicago","Dayton",1,3,0,1
6175974,"Valparaiso","Missouri St.",3,2,1,0
6175975,"Western Caro.","Furman",2,3,0,1
6175976,"Toledo","Eastern Mich.",3,0,1,0
6175979,"Belmont","Indiana St.",3,0,1,0
6175981,"Seton Hall","Providence",3,0,1,0
6175982,"South Alabama","Southern Miss.",3,1,1,0
6175983,"Jackson St.","Mississippi Val.",3,1,1,0
6175984,"Charleston So.","Presbyterian",1,3,0,1
6175985,"FIU","Louisiana Tech",3,0,1,0
6175986,"Fordham","Duquesne",3,2,1,0
6175988,"Holy Cross","American",1,3,0,1
6175989,"Texas St.","ULM",3,1,1,0
6175990,"Rhode Island","George Mason",1,3,0,1
6175991,"Oklahoma","Texas",0,3,0,1
6175992,"Marshall","Old Dominion",3,0,1,0
6175993,"Southern Ind.","Little Rock",3,1,1,0
6175994,"Chattanooga","The Citadel",1,3,0,1
6175995,"North Ala.","Austin Peay",3,0,1,0
6175996,"Tennessee Tech","Tennessee St.",2,3,0,1
6175997,"Ball St.","Central Mich.",3,0,1,0
6175998,"Butler","Creighton",0,3,0,1
6175999,"New Mexico St.","Middle Tenn.",3,0,1,0
6176000,"Ole Miss","Alabama",3,0,1,0
6176001,"Murray St.","Evansville",3,0,1,0
6176002,"Cincinnati","UCF",0,3,0,1
6176003,"Mercer","Wofford",0,3,0,1
6176004,"Southeast Mo. St.","Morehead St.",3,1,1,0
6176005,"UC Irvine","UC Riverside",3,0,1,0
6176006,"Kent St.","Buffalo",0,3,0,1
6176007,"Delaware St.","Coppin St.",1,3,0,1
6176008,"Georgia St.","Coastal Carolina",1,3,0,1
6176009,"Central Ark.","Lipscomb",2,3,0,1
6176010,"Florida A&M","Alabama St.",1,3,0,1
6176011,"Stetson","North Florida",3,2,1,0
6176012,"Jacksonville St.","Sam Houston",3,0,1,0
6176014,"West Virginia","Iowa St.",0,3,0,1
6176015,"Duke","Pittsburgh",0,3,0,1
6176016,"Auburn","Florida",2,3,0,1
6176017,"Kansas St.","TCU",3,2,1,0
6176019,"St. John's (NY)","UConn",3,0,1,0
6176020,"Clemson","NC State",0,3,0,1
6176022,"UC San Diego","UC Santa Barbara",0,3,0,1
6176023,"Marquette","Villanova",3,0,1,0
6176024,"Wake Forest","Miami (FL)",3,1,1,0
6176026,"Louisville","Syracuse",3,0,1,0
6176027,"Penn","Princeton",1,3,0,1
6176028,"Miami (OH)","Western Mich.",0,3,0,1
6176029,"Hawaii","CSU Bakersfield",3,0,1,0
6176030,"Towson","Delaware",2,3,0,1
6176031,"High Point","Radford",3,0,1,0
6176032,"Yale","Brown",3,2,1,0
6176033,"Lehigh","Bucknell",2,3,0,1
6176034,"DePaul","Georgetown",0,3,0,1
6176035,"Arkansas","South Carolina",3,0,1,0
6176036,"Samford","UNC Greensboro",3,1,1,0
6176037,"Army West Point","Loyola Maryland",3,0,1,0
6176038,"FGCU","Jacksonville",3,2,1,0
6176040,"Dartmouth","Harvard",1,3,0,1
6176041,"Kentucky","LSU",3,1,1,0
6176042,"Utah St.","Colorado St.",3,1,1,0
6176043,"Denver","North Dakota St.",3,0,1,0
6176044,"Lamar University","Tex. A&M-Commerce",2,3,0,1
6176045,"Western Ky.","UTEP",3,0,1,0
6176046,"SFA","UTRGV",3,0,1,0
6176047,"Canisius","Manhattan",3,0,1,0
6176048,"Boise St.","Wyoming",3,1,1,0
6176049,"San Diego","Saint Mary's (CA)",3,0,1,0
6176051,"Davidson","George Washington",3,1,1,0
6176052,"Pepperdine","LMU (CA)",3,1,1,0
6176053,"Nevada","Air Force",0,3,0,1
6176054,"Loyola Chicago","Dayton",0,3,0,1
6176055,"Santa Clara","Gonzaga",3,1,1,0
6176056,"App State","James Madison",1,3,0,1
6176057,"Niagara","Iona",3,1,1,0
6176058,"Ga. Southern","Arkansas St.",1,3,0,1
6176059,"Northwestern St.","Nicholls",3,0,1,0
6176060,"McNeese","New Orleans",3,0,1,0
6176061,"Eastern Ky.","Kennesaw St.",3,2,1,0
6176062,"Marist","Quinnipiac",2,3,0,1
6176063,"Memphis","South Fla.",0,3,0,1
6176064,"San Diego St.","San Jose St.",3,1,1,0
6176065,"BYU","Baylor",3,0,1,0
6176066,"FIU","Louisiana Tech",3,0,1,0
6176067,"Oral Roberts","North Dakota",2,3,0,1
6176068,"Campbell","William & Mary",3,0,1,0
6176070,"San Francisco","Portland",3,1,1,0
6176071,"Houston Christian","UIW",3,0,1,0
6176072,"Abilene Christian","Utah Valley",2,3,0,1
6176073,"Tarleton St.","Seattle U",3,0,1,0
6176074,"A&M-Corpus Christi","Southeastern La.",0,3,0,1
6176075,"Utah Tech","Grand Canyon",0,3,0,1
6176076,"Fresno St.","New Mexico",3,1,1,0
6176077,"Kansas City","South Dakota St.",3,2,1,0
6176078,"Rider","Saint Peter's",3,0,1,0
6176079,"New Mexico St.","Middle Tenn.",3,2,1,0
6176080,"Georgia St.","Coastal Carolina",2,3,0,1
6176081,"Murray St.","Indiana St.",3,1,1,0
6176083,"Eastern Wash.","Montana",0,3,0,1
6176084,"Saint Louis","VCU",1,3,0,1
6176085,"Texas Tech","Kansas",0,3,0,1
6176086,"UT Martin","Eastern Ill.",1,3,0,1
6176087,"Fordham","Duquesne",0,3,0,1
6176088,"Elon","UNCW",0,3,0,1
6176089,"Siena","Fairfield",0,3,0,1
6176090,"Northeastern","Hofstra",1,3,0,1
6176091,"Rhode Island","George Mason",1,3,0,1
6176092,"Southern Ind.","Little Rock",3,0,1,0
6176093,"UAB","East Carolina",0,3,0,1
6176094,"Tennessee Tech","Tennessee St.",2,3,0,1
6176095,"N.C. A&T","Hampton",3,0,1,0
6176096,"Southeast Mo. St.","Morehead St.",3,0,1,0
6176097,"Tulane","North Texas",0,3,0,1
6176099,"UIC","Missouri St.",3,0,1,0
6176101,"Holy Cross","Navy",0,3,0,1
6176102,"Florida A&M","Alabama A&M",3,0,1,0
6176103,"Milwaukee","Purdue Fort Wayne",3,0,1,0
6176104,"Oakland","Robert Morris",3,0,1,0
6176105,"Cal St. Fullerton","UC Riverside",0,3,0,1
6176106,"Colgate","Loyola Maryland",3,0,1,0
6176108,"Cleveland St.","Youngstown St.",3,1,1,0
6176109,"Ohio","Akron",3,1,1,0
6176110,"Chattanooga","Wofford",0,3,0,1
6176111,"Bellarmine","Queens (NC)",3,2,1,0
6176112,"USC Upstate","UNC Asheville",3,0,1,0
6176114,"ETSU","Furman",2,3,0,1
6176115,"UC Irvine","UC Davis",2,3,0,1
6176116,"Kent St.","Buffalo",2,3,0,1
6176117,"Gardner-Webb","Winthrop",1,3,0,1
6176118,"Wright St.","Northern Ky.",3,1,1,0
6176119,"Merrimack","Le Moyne",3,1,1,0
6176120,"LIU","Sacred Heart",2,3,0,1
6176121,"St. John's (NY)","Providence",3,0,1,0
6176122,"Illinois St.","UNI",0,3,0,1
6176126,"Seton Hall","UConn",3,0,1,0
6176128,"Xavier","Creighton",3,2,1,0
6176129,"Columbia","Cornell",1,3,0,1
6176130,"Stonehill","Saint Francis (PA)",1,3,0,1
6176131,"Lindenwood","SIUE",3,1,1,0
6176132,"Valparaiso","Southern Ill.",3,0,1,0
6176134,"Oklahoma","Texas",0,3,0,1
6176135,"New Hampshire","Dartmouth",3,1,1,0
6176136,"DePaul","Villanova",3,2,1,0
6176137,"UTSA","SMU",1,3,0,1
6176139,"Mercer","UNC Greensboro",3,0,1,0
6176140,"Fla. Atlantic","Temple",1,3,0,1
6176141,"Stetson","Jacksonville",3,1,1,0
6176142,"Northern Ariz.","Idaho",3,0,1,0
6176143,"UC San Diego","Cal Poly",2,3,0,1
6176145,"Omaha","South Dakota",3,1,1,0
6176146,"Portland St.","Northern Colo.",3,1,1,0
6176147,"Montana St.","Idaho St.",3,0,1,0
6176148,"Samford","The Citadel",0,3,0,1
6176149,"Long Beach St.","UC Santa Barbara",1,3,0,1
6176151,"Virginia Tech","Miami (FL)",1,3,0,1
6176153,"Canisius","Iona",2,3,0,1
6176154,"Bethune-Cookman","Alabama St.",1,3,0,1
6176155,"UAB","East Carolina",2,3,0,1
6176156,"Notre Dame","Syracuse",3,0,1,0
6176157,"Colorado","Stanford",0,3,0,1
6176158,"Norfolk St.","South Carolina St.",3,1,1,0
6176159,"Howard","N.C. Central",3,0,1,0
6176160,"Southern California","Oregon St.",3,0,1,0
6176161,"Niagara","Manhattan",3,1,1,0
6176162,"North Carolina","Pittsburgh",0,3,0,1
