"gameid","team1","team2","set","team1pts","team2pts","team1setwon","team2setwon","team1sets","team2sets","team1win","team2win"
6174303,"Dayton","Drake",1,25,27,0,1,3,2,1,0
6174304,"Col. of Charleston","Le Moyne",1,25,8,1,0,3,0,1,0
6174304,"Col. of Charleston","Le Moyne",2,25,12,1,0,3,0,1,0
6174304,"Col. of Charleston","Le Moyne",3,25,5,1,0,3,0,1,0
6174305,"Sam Houston","Portland",4,25,21,1,0,2,3,0,1
6174305,"Sam Houston","Portland",2,25,23,1,0,2,3,0,1
6174305,"Sam Houston","Portland",3,10,25,0,1,2,3,0,1
6174305,"Sam Houston","Portland",1,19,25,0,1,2,3,0,1
6174305,"Sam Houston","Portland",5,9,15,0,1,2,3,0,1
6174306,"South Carolina St.","New Orleans",2,18,25,0,1,0,3,0,1
6174306,"South Carolina St.","New Orleans",3,14,25,0,1,0,3,0,1
6174306,"South Carolina St.","New Orleans",1,15,25,0,1,0,3,0,1
6174307,"Providence","Eastern Wash.",4,15,25,0,1,1,3,0,1
6174307,"Providence","Eastern Wash.",1,12,25,0,1,1,3,0,1
6174307,"Providence","Eastern Wash.",3,25,23,1,0,1,3,0,1
6174307,"Providence","Eastern Wash.",2,18,25,0,1,1,3,0,1
6174308,"William & Mary","Bellarmine",1,25,18,1,0,3,1,1,0
6174308,"William & Mary","Bellarmine",3,25,20,1,0,3,1,1,0
6174308,"William & Mary","Bellarmine",2,18,25,0,1,3,1,1,0
6174308,"William & Mary","Bellarmine",4,25,18,1,0,3,1,1,0
6174309,"ULM","Valparaiso",2,19,25,0,1,0,3,0,1
6174309,"ULM","Valparaiso",3,13,25,0,1,0,3,0,1
6174309,"ULM","Valparaiso",1,21,25,0,1,0,3,0,1
6174310,"Grambling","Washington",2,14,25,0,1,0,3,0,1
6174310,"Grambling","Washington",1,16,25,0,1,0,3,0,1
6174310,"Grambling","Washington",3,9,25,0,1,0,3,0,1
6174311,"Delaware St.","Siena",4,25,12,1,0,3,1,1,0
6174311,"Delaware St.","Siena",1,25,27,0,1,3,1,1,0
6174311,"Delaware St.","Siena",3,25,17,1,0,3,1,1,0
6174311,"Delaware St.","Siena",2,25,7,1,0,3,1,1,0
6174312,"Stonehill","Queens (NC)",3,25,19,1,0,1,3,0,1
6174312,"Stonehill","Queens (NC)",2,23,25,0,1,1,3,0,1
6174312,"Stonehill","Queens (NC)",4,19,25,0,1,1,3,0,1
6174312,"Stonehill","Queens (NC)",1,15,25,0,1,1,3,0,1
6174313,"Loyola Maryland","Niagara",2,25,17,1,0,3,0,1,0
6174313,"Loyola Maryland","Niagara",3,25,21,1,0,3,0,1,0
6174313,"Loyola Maryland","Niagara",1,25,19,1,0,3,0,1,0
6174314,"IUPUI","SIUE",5,15,13,1,0,3,2,1,0
6174314,"IUPUI","SIUE",2,25,22,1,0,3,2,1,0
6174314,"IUPUI","SIUE",3,20,25,0,1,3,2,1,0
6174314,"IUPUI","SIUE",1,17,25,0,1,3,2,1,0
6174314,"IUPUI","SIUE",4,28,26,1,0,3,2,1,0
6174315,"Missouri St.","Texas Southern",3,25,11,1,0,3,0,1,0
6174315,"Missouri St.","Texas Southern",1,25,12,1,0,3,0,1,0
6174315,"Missouri St.","Texas Southern",2,25,17,1,0,3,0,1,0
6174316,"UC Davis","North Carolina",2,13,25,0,1,3,1,1,0
6174316,"UC Davis","North Carolina",3,25,17,1,0,3,1,1,0
6174316,"UC Davis","North Carolina",1,26,24,1,0,3,1,1,0
6174316,"UC Davis","North Carolina",4,25,18,1,0,3,1,1,0
6174317,"Rhode Island","UT Arlington",1,17,25,0,1,0,3,0,1
6174317,"Rhode Island","UT Arlington",3,17,25,0,1,0,3,0,1
6174317,"Rhode Island","UT Arlington",2,19,25,0,1,0,3,0,1
6174318,"Belmont","Canisius",3,16,25,0,1,0,3,0,1
6174318,"Belmont","Canisius",1,13,25,0,1,0,3,0,1
6174318,"Belmont","Canisius",2,20,25,0,1,0,3,0,1
6174319,"Wichita St.","Houston Christian",3,25,21,1,0,3,1,1,0
6174319,"Wichita St.","Houston Christian",1,25,21,1,0,3,1,1,0
6174319,"Wichita St.","Houston Christian",2,23,25,0,1,3,1,1,0
6174319,"Wichita St.","Houston Christian",4,25,16,1,0,3,1,1,0
6174320,"UNCW","Stetson",3,20,25,0,1,0,3,0,1
6174320,"UNCW","Stetson",1,15,25,0,1,0,3,0,1
6174320,"UNCW","Stetson",2,14,25,0,1,0,3,0,1
6174321,"Bethune-Cookman","Marshall",3,13,25,0,1,0,3,0,1
6174321,"Bethune-Cookman","Marshall",2,11,25,0,1,0,3,0,1
6174321,"Bethune-Cookman","Marshall",1,18,25,0,1,0,3,0,1
6174322,"UNC Asheville","N.C. Central",3,25,21,1,0,3,2,1,0
6174322,"UNC Asheville","N.C. Central",4,23,25,0,1,3,2,1,0
6174322,"UNC Asheville","N.C. Central",1,25,23,1,0,3,2,1,0
6174322,"UNC Asheville","N.C. Central",2,22,25,0,1,3,2,1,0
6174322,"UNC Asheville","N.C. Central",5,15,13,1,0,3,2,1,0
6174323,"Fla. Atlantic","FDU",3,23,25,0,1,3,1,1,0
6174323,"Fla. Atlantic","FDU",1,25,15,1,0,3,1,1,0
6174323,"Fla. Atlantic","FDU",4,25,23,1,0,3,1,1,0
6174323,"Fla. Atlantic","FDU",2,25,21,1,0,3,1,1,0
6174324,"UCF","Syracuse",1,25,8,1,0,3,0,1,0
6174324,"UCF","Syracuse",2,25,9,1,0,3,0,1,0
6174324,"UCF","Syracuse",3,25,14,1,0,3,0,1,0
6174325,"New Hampshire","Radford",3,25,20,1,0,3,0,1,0
6174325,"New Hampshire","Radford",1,25,18,1,0,3,0,1,0
6174325,"New Hampshire","Radford",2,25,21,1,0,3,0,1,0
6174326,"North Dakota","Oregon St.",1,18,25,0,1,0,3,0,1
6174326,"North Dakota","Oregon St.",3,14,25,0,1,0,3,0,1
6174326,"North Dakota","Oregon St.",2,14,25,0,1,0,3,0,1
6174327,"St. John's (NY)","Arizona St.",1,11,25,0,1,0,3,0,1
6174327,"St. John's (NY)","Arizona St.",3,10,25,0,1,0,3,0,1
6174327,"St. John's (NY)","Arizona St.",2,17,25,0,1,0,3,0,1
6174328,"Louisiana Tech","Little Rock",1,25,15,1,0,3,0,1,0
6174328,"Louisiana Tech","Little Rock",2,25,18,1,0,3,0,1,0
6174328,"Louisiana Tech","Little Rock",3,25,21,1,0,3,0,1,0
6174329,"Green Bay","Winthrop",1,25,16,1,0,3,0,1,0
6174329,"Green Bay","Winthrop",2,25,19,1,0,3,0,1,0
6174329,"Green Bay","Winthrop",3,25,21,1,0,3,0,1,0
6174330,"Cleveland St.","Tennessee St.",1,25,16,1,0,3,0,1,0
6174330,"Cleveland St.","Tennessee St.",2,25,11,1,0,3,0,1,0
6174330,"Cleveland St.","Tennessee St.",3,25,22,1,0,3,0,1,0
6174331,"BYU","UTRGV",3,18,25,0,1,3,1,1,0
6174331,"BYU","UTRGV",4,25,16,1,0,3,1,1,0
6174331,"BYU","UTRGV",1,25,22,1,0,3,1,1,0
6174331,"BYU","UTRGV",2,25,21,1,0,3,1,1,0
6174332,"Norfolk St.","VCU",1,17,25,0,1,0,3,0,1
6174332,"Norfolk St.","VCU",2,15,25,0,1,0,3,0,1
6174332,"Norfolk St.","VCU",3,24,26,0,1,0,3,0,1
6174333,"Iona","LIU",2,25,17,1,0,3,0,1,0
6174333,"Iona","LIU",3,25,20,1,0,3,0,1,0
6174333,"Iona","LIU",1,26,24,1,0,3,0,1,0
6174334,"UNC Greensboro","East Carolina",3,15,25,0,1,0,3,0,1
6174334,"UNC Greensboro","East Carolina",1,17,25,0,1,0,3,0,1
6174334,"UNC Greensboro","East Carolina",2,23,25,0,1,0,3,0,1
6174335,"Air Force","Bryant",3,24,26,0,1,3,1,1,0
6174335,"Air Force","Bryant",1,25,12,1,0,3,1,1,0
6174335,"Air Force","Bryant",4,25,20,1,0,3,1,1,0
6174335,"Air Force","Bryant",2,25,17,1,0,3,1,1,0
6174336,"Tennessee","Marist",3,25,12,1,0,3,0,1,0
6174336,"Tennessee","Marist",1,25,15,1,0,3,0,1,0
6174336,"Tennessee","Marist",2,25,13,1,0,3,0,1,0
6174337,"Tarleton St.","Ark.-Pine Bluff",2,25,14,1,0,3,0,1,0
6174337,"Tarleton St.","Ark.-Pine Bluff",1,25,15,1,0,3,0,1,0
6174337,"Tarleton St.","Ark.-Pine Bluff",3,25,13,1,0,3,0,1,0
6174338,"Quinnipiac","Morgan St.",2,25,20,1,0,3,0,1,0
6174338,"Quinnipiac","Morgan St.",3,25,18,1,0,3,0,1,0
6174338,"Quinnipiac","Morgan St.",1,25,23,1,0,3,0,1,0
6174339,"High Point","UMBC",4,25,21,1,0,3,1,1,0
6174339,"High Point","UMBC",3,25,19,1,0,3,1,1,0
6174339,"High Point","UMBC",2,25,23,1,0,3,1,1,0
6174339,"High Point","UMBC",1,14,25,0,1,3,1,1,0
6174340,"SFA","Tulane",2,25,19,1,0,3,1,1,0
6174340,"SFA","Tulane",1,22,25,0,1,3,1,1,0
6174340,"SFA","Tulane",3,25,19,1,0,3,1,1,0
6174340,"SFA","Tulane",4,25,17,1,0,3,1,1,0
6174341,"Santa Clara","Jacksonville",2,25,23,1,0,3,0,1,0
6174341,"Santa Clara","Jacksonville",3,25,19,1,0,3,0,1,0
6174341,"Santa Clara","Jacksonville",1,25,17,1,0,3,0,1,0
6174342,"Bradley","Eastern Mich.",4,25,23,1,0,3,1,1,0
6174342,"Bradley","Eastern Mich.",3,26,24,1,0,3,1,1,0
6174342,"Bradley","Eastern Mich.",2,20,25,0,1,3,1,1,0
6174342,"Bradley","Eastern Mich.",1,25,20,1,0,3,1,1,0
6174343,"Memphis","Miami (OH)",2,19,25,0,1,0,3,0,1
6174343,"Memphis","Miami (OH)",3,21,25,0,1,0,3,0,1
6174343,"Memphis","Miami (OH)",1,17,25,0,1,0,3,0,1
6174344,"Ball St.","Oklahoma",2,22,25,0,1,1,3,0,1
6174344,"Ball St.","Oklahoma",3,13,25,0,1,1,3,0,1
6174344,"Ball St.","Oklahoma",4,18,25,0,1,1,3,0,1
6174344,"Ball St.","Oklahoma",1,25,18,1,0,1,3,0,1
6174345,"Binghamton","Duquesne",4,26,24,1,0,3,1,1,0
6174345,"Binghamton","Duquesne",3,22,25,0,1,3,1,1,0
6174345,"Binghamton","Duquesne",2,25,23,1,0,3,1,1,0
6174345,"Binghamton","Duquesne",1,25,16,1,0,3,1,1,0
6174346,"Buffalo","Florida A&M",4,25,13,1,0,3,1,1,0
6174346,"Buffalo","Florida A&M",3,25,23,1,0,3,1,1,0
6174346,"Buffalo","Florida A&M",2,20,25,0,1,3,1,1,0
6174346,"Buffalo","Florida A&M",1,25,20,1,0,3,1,1,0
6174347,"Central Mich.","Evansville",4,24,26,0,1,2,3,0,1
6174347,"Central Mich.","Evansville",2,26,24,1,0,2,3,0,1
6174347,"Central Mich.","Evansville",3,25,20,1,0,2,3,0,1
6174347,"Central Mich.","Evansville",1,17,25,0,1,2,3,0,1
6174347,"Central Mich.","Evansville",5,12,15,0,1,2,3,0,1
6174348,"Elon","Charleston So.",1,25,22,1,0,1,3,0,1
6174348,"Elon","Charleston So.",2,21,25,0,1,1,3,0,1
6174348,"Elon","Charleston So.",4,18,25,0,1,1,3,0,1
6174348,"Elon","Charleston So.",3,11,25,0,1,1,3,0,1
6174349,"St. Thomas (MN)","Oakland",3,25,13,1,0,1,3,0,1
6174349,"St. Thomas (MN)","Oakland",4,13,25,0,1,1,3,0,1
6174349,"St. Thomas (MN)","Oakland",2,20,25,0,1,1,3,0,1
6174349,"St. Thomas (MN)","Oakland",1,23,25,0,1,1,3,0,1
6174350,"Middle Tenn.","Wofford",3,16,25,0,1,1,3,0,1
6174350,"Middle Tenn.","Wofford",4,23,25,0,1,1,3,0,1
6174350,"Middle Tenn.","Wofford",2,20,25,0,1,1,3,0,1
6174350,"Middle Tenn.","Wofford",1,25,21,1,0,1,3,0,1
6174351,"SMU","Utah St.",3,21,25,0,1,1,3,0,1
6174351,"SMU","Utah St.",2,18,25,0,1,1,3,0,1
6174351,"SMU","Utah St.",4,22,25,0,1,1,3,0,1
6174351,"SMU","Utah St.",1,25,21,1,0,1,3,0,1
6174352,"Texas","LMU (CA)",2,25,22,1,0,3,0,1,0
6174352,"Texas","LMU (CA)",1,25,22,1,0,3,0,1,0
6174352,"Texas","LMU (CA)",3,25,19,1,0,3,0,1,0
6174353,"Bucknell","Gardner-Webb",4,25,19,1,0,3,1,1,0
6174353,"Bucknell","Gardner-Webb",3,25,15,1,0,3,1,1,0
6174353,"Bucknell","Gardner-Webb",2,24,26,0,1,3,1,1,0
6174353,"Bucknell","Gardner-Webb",1,27,25,1,0,3,1,1,0
6174354,"Grand Canyon","Toledo",2,25,22,1,0,3,0,1,0
6174354,"Grand Canyon","Toledo",3,25,16,1,0,3,0,1,0
6174354,"Grand Canyon","Toledo",1,25,22,1,0,3,0,1,0
6174355,"App State","Tennessee Tech",2,25,22,1,0,3,0,1,0
6174355,"App State","Tennessee Tech",1,25,18,1,0,3,0,1,0
6174355,"App State","Tennessee Tech",3,25,22,1,0,3,0,1,0
6174356,"Hofstra","NJIT",2,20,25,0,1,3,1,1,0
6174356,"Hofstra","NJIT",4,25,22,1,0,3,1,1,0
6174356,"Hofstra","NJIT",3,25,10,1,0,3,1,1,0
6174356,"Hofstra","NJIT",1,25,17,1,0,3,1,1,0
6174357,"Southeastern La.","UTEP",1,20,25,0,1,1,3,0,1
6174357,"Southeastern La.","UTEP",3,25,23,1,0,1,3,0,1
6174357,"Southeastern La.","UTEP",2,18,25,0,1,1,3,0,1
6174357,"Southeastern La.","UTEP",4,22,25,0,1,1,3,0,1
